investment_id,nep_measure,name,operator,bus0,bus1,v_nom,s_nom,s_nom_source,x,r,length,length_source,num_parallel,cod_year,commitment,match_confidence,source
10141,,HS-Freileitung Thyrow-Wildau,E.DIS Netz,1145,36057,110,246.0,stated,14.06,2.035,37.0,stated,1,2029,firm,0.75,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10190,,HS-Freileitung Wismar-Görries,E.DIS Netz,38103,39237,110,457.0,stated,14.06,2.035,37.0,stated,1,2033,firm,0.75,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10192,,HS-Freileitung Kyritz-Neuruppin,E.DIS Netz,9348,6827,110,492.0,stated,12.16,1.76,32.0,stated,1,2033,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10228,,HS-Freileitung Allersberg - Kinding,N-ERGIE Netz,30652,35474,110,30.0,stated,12.844,1.859,33.8,stated,1,2025,safe,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10232,,HS-Leitung Diespeck - Iphofen,N-ERGIE Netz,35041,35040,110,150.0,standard_per_circuit,13.034,1.8865,34.3,haversine_x1.2,1,2024,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10238,,110-kV-Freileitung Bentwisch - Laage,WEMAG Netz,7874,36329,110,145.0,stated,9.12,1.32,24.0,stated,1,2025,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10239,,"110-kV-Leitung Görries - Hagenow, Abzweig Barkendorf - Hagenow",WEMAG Netz,39237,37746,110,240.0,stated,3.648,0.528,9.6,stated,1,2022,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10240,,110-kV-Leitung Görries - Parchim,WEMAG Netz,39237,37351,110,400.0,stated,12.084,1.749,31.8,stated,1,2028,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10242,,110-kV-Freileitung Güstrow- Brüel,WEMAG Netz,35618,25832,110,370.0,stated,11.362,1.6445,29.9,stated,1,2028,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10243,,110-kV-Freileitung Görries - Lankow,WEMAG Netz,39237,36924,110,260.0,stated,3.002,0.4345,7.9,stated,1,2025,safe,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10244,,110-kV-Leitung Görries - Wittenburg,WEMAG Netz,39237,12619,110,260.0,stated,5.282,0.7645,13.9,stated,1,2022,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10258,,110-kV-Freileitung Görries - Ziegelsee,WEMAG Netz,39237,36588,110,35.0,stated,6.84,0.99,18.0,stated,1,2030,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10259,,110-kV-Freileitung Görries- Brüel,WEMAG Netz,39237,25832,110,370.0,stated,9.31,1.3475,24.5,stated,1,2030,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
